Country,City,Location_ID,Location_Name,Type_of_Attraction,Attraction_Category,Latitude,Longitude,Date,Avg_Daily_Pedestrian_Count,Holiday,Weather_Temperature_Avg,Weather_Wind_Speed_Avg,Weather_Precipitation_Sum,Weather_Relative_Humidity_Avg
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-07,3432.0,0.0,20.017418,31.35,0.0,65.162315
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-08,2897.0,1.0,20.1945,41.715,2.3000002,74.84373
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-09,4790.0,0.0,20.159082,44.129993,7.4,85.49066
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-10,5175.0,0.0,18.43825,32.954998,8.1,73.62031
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-11,5257.0,0.0,18.63617,36.78,0.0,57.800034
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-12,6164.0,0.0,18.429918,22.544998,0.0,69.42702
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-13,5373.0,0.0,20.47575,31.724997,0.0,72.021866
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-14,3787.0,0.0,20.279917,57.405,64.100006,86.21711
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-16,1306.0,0.0,19.465334,40.079998,0.2,62.90318
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-17,1436.0,0.0,17.81742,30.525,0.5,63.382977
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-18,3984.0,0.0,18.640333,17.789999,0.0,69.85099
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-19,4515.0,0.0,18.609085,23.084997,0.0,77.56887
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-20,4060.0,0.0,18.51325,24.585,0.0,82.291084
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-21,3069.0,0.0,19.790333,29.835,0.0,75.83192
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-22,4774.0,0.0,20.736166,48.39,0.5,71.21764
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-23,4950.0,0.0,20.90075,45.749996,0.1,70.00179
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-24,5825.0,0.0,20.667418,23.01,0.1,71.47554
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-25,5481.0,0.0,20.073668,18.84,1.5,77.13448
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-26,6478.0,0.0,20.109087,26.295,0.8,74.34356
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-27,5231.0,0.0,20.163252,28.694998,2.5,76.42156
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-28,1094.0,0.0,20.029915,33.36,1.2000002,75.466675
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-01,1345.0,0.0,19.711166,33.524998,36.899994,82.572716
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-02,1391.0,0.0,20.321585,30.509996,3.8,87.72998
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-03,1361.0,0.0,19.69242,29.249994,7.999999,88.18671
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-04,1492.0,0.0,18.563251,19.56,2.6999998,81.75616
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-05,1534.0,0.0,19.03825,25.169996,1.6000001,78.472084
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-06,1277.0,0.0,18.492418,39.21,2.4,71.07165
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-07,3266.0,0.0,18.654917,53.789993,0.90000004,60.976147
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-08,4734.0,0.0,18.063253,30.12,0.8,72.16682
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-09,5108.0,0.0,18.227835,22.56,0.7,72.89058
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-10,5207.0,0.0,19.498667,33.375,16.7,79.50413
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-11,5178.0,0.0,18.144503,18.015,0.2,80.7274
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-12,6542.0,0.0,18.698668,19.484999,0.1,74.061844
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-13,6230.0,0.0,18.442417,18.6,0.0,70.174355
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-14,3848.0,0.0,19.586166,26.879995,1.3000001,79.50532
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-15,5593.0,0.0,19.534082,18.255,1.3,82.35888
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-16,6016.0,0.0,18.479918,29.085001,0.0,74.66223
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-17,6945.0,0.0,18.538248,23.849998,5.7,76.613464
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-18,5736.0,0.0,17.736166,26.234999,0.0,63.622845
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-19,6843.0,0.0,16.946585,23.025,0.0,63.131424
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-20,5658.0,0.0,16.792418,20.715,0.0,64.531136
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-21,3444.0,0.0,17.042418,18.24,0.0,70.24634
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-22,5192.0,0.0,17.650751,16.214998,0.0,70.09677
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-23,5782.0,0.0,17.663248,18.134998,0.0,73.78678
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-24,6204.0,0.0,17.271584,20.309996,0.0,77.01708
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-25,5907.0,0.0,18.57575,27.15,0.8,73.23284
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-26,6546.0,0.0,19.034084,46.859997,1.5,73.116264
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-27,5813.0,0.0,19.627832,46.935,0.4,68.87102
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-28,3200.0,0.0,19.238249,41.07,11.000001,86.3146
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-29,4745.0,0.0,19.898666,38.789997,18.300001,90.96008
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-30,4994.0,0.0,19.440332,49.02,17.3,88.662476
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-31,5513.0,0.0,17.394503,22.529999,3.6,85.112465
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-01,5740.0,0.0,16.85075,30.314997,9.000001,80.21673
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-02,3142.0,1.0,17.56325,31.304998,0.5,75.71382
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-03,5098.0,0.0,17.796581,16.484999,0.6,79.76487
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-04,2723.0,0.0,17.586168,24.96,0.0,72.66915
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-05,3399.0,1.0,19.254917,33.120003,0.4,83.06072
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-06,5154.0,0.0,18.198666,28.574997,0.0,74.74532
