Country,City,Location_ID,Location_Name,Type_of_Attraction,Attraction_Category,Latitude,Longitude,Date,Avg_Daily_Pedestrian_Count,Holiday,Weather_Temperature_Avg,Weather_Wind_Speed_Avg,Weather_Precipitation_Sum,Weather_Relative_Humidity_Avg
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Culture & History,53.3438,-6.2546,2021-05-06,5314.0,0.0,5.7798333,24.795006,0.3,67.79178
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Culture & History,53.3438,-6.2546,2021-05-07,5585.0,0.0,7.9339995,26.745,7.9,64.95379
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Culture & History,53.3438,-6.2546,2021-05-08,5906.0,0.0,12.173584,45.239994,6.8,76.21537
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Culture & History,53.3438,-6.2546,2021-05-09,6134.0,0.0,12.031917,52.005005,0.1,75.79865
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Culture & History,53.3438,-6.2546,2021-05-10,7997.0,0.0,10.744416,45.209995,1.3000001,77.99143
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Culture & History,53.3438,-6.2546,2021-05-11,10969.0,0.0,9.754834,23.07,0.6,66.63743
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Culture & History,53.3438,-6.2546,2021-05-12,10931.0,0.0,8.979833,17.894999,0.8000001,81.53823
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Culture & History,53.3438,-6.2546,2021-05-13,3676.0,0.0,10.202748,15.150001,0.6,78.33861
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Culture & History,53.3438,-6.2546,2021-05-14,3863.0,0.0,10.398583,20.25,2.7000003,79.00799
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Culture & History,53.3438,-6.2546,2021-05-15,3867.0,0.0,9.584,20.04,7.8999996,85.988
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Culture & History,53.3438,-6.2546,2021-05-16,3369.0,0.0,10.338167,17.49,1.8000002,84.71067
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Culture & History,53.3438,-6.2546,2021-05-17,4400.0,0.0,9.536083,25.859999,3.8999996,78.50388
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Culture & History,53.3438,-6.2546,2021-05-18,4298.0,0.0,9.863166,21.434998,3.7000003,80.33501
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Culture & History,53.3438,-6.2546,2021-05-19,5120.0,0.0,11.2965,29.309998,1.5,70.23175
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Culture & History,53.3438,-6.2546,2021-05-20,3576.0,0.0,11.138167,55.320004,27.5,87.55236
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Culture & History,53.3438,-6.2546,2021-05-21,3931.0,0.0,9.073583,36.15,11.1,85.55371
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Culture & History,53.3438,-6.2546,2021-05-22,5332.0,0.0,8.527749,29.760002,1.1,70.16787
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Culture & History,53.3438,-6.2546,2021-05-23,3339.0,0.0,7.869417,31.199997,10.100001,83.21577
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Culture & History,53.3438,-6.2546,2021-05-24,4414.0,0.0,9.711083,34.154995,2.9999995,74.5147
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Culture & History,53.3438,-6.2546,2021-05-25,4123.0,0.0,10.256918,25.11,3.6999998,77.19549
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Culture & History,53.3438,-6.2546,2021-05-26,4667.0,0.0,11.717332,17.834997,0.0,70.56064
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Culture & History,53.3438,-6.2546,2021-05-27,4246.0,0.0,12.865249,19.425,6.3,75.81211
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Culture & History,53.3438,-6.2546,2021-05-28,4338.0,0.0,12.434001,15.164998,4.2,86.65156
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Culture & History,53.3438,-6.2546,2021-05-29,5286.0,0.0,13.767333,13.169999,0.3,80.48794
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Culture & History,53.3438,-6.2546,2021-05-30,4011.0,0.0,15.729831,17.685,0.0,66.68273
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Culture & History,53.3438,-6.2546,2021-05-31,4266.0,0.0,16.563166,25.289999,0.0,62.02287
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Culture & History,53.3438,-6.2546,2021-06-01,2819.0,0.0,16.198584,20.114998,0.0,73.56638
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Culture & History,53.3438,-6.2546,2021-06-02,2388.0,0.0,16.467337,25.514997,2.0,78.20773
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Culture & History,53.3438,-6.2546,2021-06-03,3437.0,0.0,14.100667,38.88,0.0,70.75291
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Culture & History,53.3438,-6.2546,2021-06-04,3422.0,0.0,14.388165,32.099995,0.0,67.79618
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Culture & History,53.3438,-6.2546,2021-06-05,3356.0,0.0,13.598583,23.385,1.2,78.75372
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Culture & History,53.3438,-6.2546,2021-06-06,4116.0,0.0,13.829831,14.714999,0.0,73.47216
